Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,URL/Filename,Threat/Content Name,Category,Severity,Direction,Sequence Number,Action Flags,Source Country,Destination Country,cpadding,contenttype,pcap_id,filedigest,cloud,url_idx,user_agent,filetype,xff,referer,sender,subject,recipient,reportid,DG Hierarchy Level 1,DG Hierarchy Level 2,DG Hierarchy Level 3,DG Hierarchy Level 4,Virtual System Name,Device Name,file_url,Source VM UUID,Destination VM UUID,http_method,Tunnel ID/IMSI,Monitor Tag/IMEI,Parent Session ID,Parent Session Start Time,Tunnel,thr_category,contentver,sig_flags,SCTP Association ID,Payload Protocol ID,http_headers,URL Category List,UUID for rule,HTTP/2 Connection,dynusergroup_name,XFF address,Source Device Category,Source Device Profile,Source Device Model,Source Device Vendor,Source Device OS Family,Source Device OS Version,Source Hostname,Source Mac Address,Destination Device Category,Destination Device Profile,Destination Device Model,Destination Device Vendor,Destination Device OS Family,Destination Device OS Version,Destination Hostname,Destination Mac Address,Container ID,POD Namespace,POD Name,Source External Dynamic List,Destination External Dynamic List,Host ID,Serial Number,domain_edl,Source Dynamic Address Group,Destination Dynamic Address Group,partial_hash,Timestamp,,,
1,2021-04-20 09:03:53,12801044041,THREAT,spyware,2560,2021-04-20 09:03:53,172.31.99.248,138.91.140.216,202.129.165.66,138.91.140.216,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 09:03:53,63633,1,57581,443,21496,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21211513,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T09:03:54.857+08:00,,,
1,2021-04-20 09:03:53,12801044041,THREAT,spyware,2560,2021-04-20 09:03:53,172.31.99.248,138.91.140.216,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 09:03:53,62433,1,57581,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21211512,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T09:03:54.680+08:00,,,
1,2021-04-20 09:03:53,12801044041,THREAT,spyware,2560,2021-04-20 09:03:53,172.31.99.248,138.91.140.216,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 09:03:53,62274,1,57579,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21211511,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T09:03:54.316+08:00,,,
1,2021-04-20 09:03:53,12801044041,THREAT,spyware,2560,2021-04-20 09:03:53,172.31.99.248,138.91.140.216,202.129.165.66,138.91.140.216,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 09:03:53,40487,1,57579,443,31519,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21211510,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T09:03:54.314+08:00,,,
1,2021-04-20 09:02:26,12801044041,THREAT,spyware,2560,2021-04-20 09:02:26,172.31.99.248,168.62.57.154,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 09:02:26,61543,1,57567,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21211465,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T09:02:26.407+08:00,,,
1,2021-04-20 09:02:26,12801044041,THREAT,spyware,2560,2021-04-20 09:02:26,172.31.99.248,168.62.57.154,202.129.165.66,168.62.57.154,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 09:02:26,289,1,57567,443,19502,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21211464,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T09:02:26.407+08:00,,,
1,2021-04-20 09:02:05,12801044041,THREAT,spyware,2560,2021-04-20 09:02:05,172.31.99.248,168.62.57.154,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 09:02:05,2279,1,57564,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21211460,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T09:02:06.704+08:00,,,
1,2021-04-20 09:02:05,12801044041,THREAT,spyware,2560,2021-04-20 09:02:05,172.31.99.248,168.62.57.154,202.129.165.66,168.62.57.154,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 09:02:05,3740,1,57564,443,40998,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21211459,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T09:02:06.704+08:00,,,
1,2021-04-20 08:32:06,12801044041,THREAT,spyware,2560,2021-04-20 08:32:06,172.31.99.248,52.114.77.33,202.129.165.66,52.114.77.33,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 08:32:06,45532,1,57416,443,31459,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21210660,0x2000000000000000,172.16.0.0-172.31.255.255,Ireland,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T08:32:07.065+08:00,,,
1,2021-04-20 08:32:06,12801044041,THREAT,spyware,2560,2021-04-20 08:32:06,172.31.99.248,52.114.77.33,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 08:32:06,47431,1,57416,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21210659,0x2000000000000000,172.16.0.0-172.31.255.255,Ireland,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T08:32:06.888+08:00,,,
1,2021-04-20 08:32:05,12801044041,THREAT,spyware,2560,2021-04-20 08:32:05,172.31.99.248,52.114.77.33,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 08:32:05,56409,1,57415,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21210657,0x2000000000000000,172.16.0.0-172.31.255.255,Ireland,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T08:32:06.528+08:00,,,
1,2021-04-20 08:32:05,12801044041,THREAT,spyware,2560,2021-04-20 08:32:05,172.31.99.248,52.114.77.33,202.129.165.66,52.114.77.33,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 08:32:05,46494,1,57415,443,13694,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21210656,0x2000000000000000,172.16.0.0-172.31.255.255,Ireland,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T08:32:06.527+08:00,,,
1,2021-04-20 08:03:22,12801044041,THREAT,spyware,2560,2021-04-20 08:03:22,172.31.99.248,52.114.77.164,202.129.165.66,52.114.77.164,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 08:03:22,40820,1,57224,443,61354,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21209431,0x2000000000000000,172.16.0.0-172.31.255.255,Ireland,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T08:03:22.585+08:00,,,
1,2021-04-20 08:03:22,12801044041,THREAT,spyware,2560,2021-04-20 08:03:22,172.31.99.248,52.114.77.164,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 08:03:22,35054,1,57224,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21209430,0x2000000000000000,172.16.0.0-172.31.255.255,Ireland,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T08:03:22.414+08:00,,,
1,2021-04-20 08:03:21,12801044041,THREAT,spyware,2560,2021-04-20 08:03:21,172.31.99.248,52.114.77.164,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 08:03:21,35108,1,57222,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21209426,0x2000000000000000,172.16.0.0-172.31.255.255,Ireland,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T08:03:22.064+08:00,,,
1,2021-04-20 08:03:21,12801044041,THREAT,spyware,2560,2021-04-20 08:03:21,172.31.99.248,52.114.77.164,202.129.165.66,52.114.77.164,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 08:03:21,39174,1,57222,443,48971,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21209425,0x2000000000000000,172.16.0.0-172.31.255.255,Ireland,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T08:03:22.063+08:00,,,
1,2021-04-20 07:32:06,12801044041,THREAT,spyware,2560,2021-04-20 07:32:06,172.31.99.248,40.77.18.167,202.129.165.66,40.77.18.167,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 07:32:06,23605,1,57054,443,21677,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21208492,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T07:32:07.157+08:00,,,
1,2021-04-20 07:32:06,12801044041,THREAT,spyware,2560,2021-04-20 07:32:06,172.31.99.248,40.77.18.167,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 07:32:06,17171,1,57054,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21208491,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T07:32:06.942+08:00,,,
1,2021-04-20 07:32:05,12801044041,THREAT,spyware,2560,2021-04-20 07:32:05,172.31.99.248,40.77.18.167,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 07:32:05,21758,1,57053,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21208490,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T07:32:06.522+08:00,,,
1,2021-04-20 07:32:05,12801044041,THREAT,spyware,2560,2021-04-20 07:32:05,172.31.99.248,40.77.18.167,202.129.165.66,40.77.18.167,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 07:32:05,21901,1,57053,443,55968,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21208489,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T07:32:06.522+08:00,,,
1,2021-04-20 07:02:12,12801044041,THREAT,spyware,2560,2021-04-20 07:02:12,172.31.99.248,52.114.132.73,202.129.165.66,52.114.132.73,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 07:02:12,5063,1,56921,443,10880,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21207595,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T07:02:12.481+08:00,,,
1,2021-04-20 07:02:11,12801044041,THREAT,spyware,2560,2021-04-20 07:02:11,172.31.99.248,52.114.132.73,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 07:02:11,1411,1,56921,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21207594,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T07:02:12.252+08:00,,,
1,2021-04-20 07:02:11,12801044041,THREAT,spyware,2560,2021-04-20 07:02:11,172.31.99.248,52.114.132.73,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 07:02:11,10748,1,56919,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21207593,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T07:02:11.772+08:00,,,
1,2021-04-20 07:02:11,12801044041,THREAT,spyware,2560,2021-04-20 07:02:11,172.31.99.248,52.114.132.73,202.129.165.66,52.114.132.73,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 07:02:11,8390,1,56919,443,2010,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21207592,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T07:02:11.771+08:00,,,
1,2021-04-20 06:54:12,12801044041,THREAT,spyware,2560,2021-04-20 06:54:12,172.31.99.248,52.114.88.29,202.129.165.66,52.114.88.29,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 06:54:12,4244,1,56833,443,10954,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21207362,0x2000000000000000,172.16.0.0-172.31.255.255,United Kingdom,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T06:54:13.424+08:00,,,
1,2021-04-20 06:54:12,12801044041,THREAT,spyware,2560,2021-04-20 06:54:12,172.31.99.248,52.114.88.29,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 06:54:12,4131,1,56833,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21207361,0x2000000000000000,172.16.0.0-172.31.255.255,United Kingdom,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T06:54:13.257+08:00,,,
1,2021-04-20 06:54:12,12801044041,THREAT,spyware,2560,2021-04-20 06:54:12,172.31.99.248,52.114.88.29,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 06:54:12,65224,1,56832,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21207360,0x2000000000000000,172.16.0.0-172.31.255.255,United Kingdom,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T06:54:12.912+08:00,,,
1,2021-04-20 06:54:12,12801044041,THREAT,spyware,2560,2021-04-20 06:54:12,172.31.99.248,52.114.88.29,202.129.165.66,52.114.88.29,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 06:54:12,4950,1,56832,443,43800,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21207359,0x2000000000000000,172.16.0.0-172.31.255.255,United Kingdom,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T06:54:12.911+08:00,,,
1,2021-04-20 06:48:16,12801044041,THREAT,spyware,2560,2021-04-20 06:48:16,172.31.99.247,138.91.140.216,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 06:48:16,50652,1,64831,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21207068,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T06:48:16.495+08:00,,,
1,2021-04-20 06:48:16,12801044041,THREAT,spyware,2560,2021-04-20 06:48:16,172.31.99.247,138.91.140.216,202.129.165.66,138.91.140.216,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 06:48:16,299,1,64831,443,50005,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21207067,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T06:48:16.495+08:00,,,
1,2021-04-20 06:32:06,12801044041,THREAT,spyware,2560,2021-04-20 06:32:06,172.31.99.248,52.170.57.27,202.129.165.66,52.170.57.27,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 06:32:06,19520,1,56668,443,3981,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21206543,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T06:32:07.201+08:00,,,
